GEOID,SUMLEV,STATE,COUNTY,CBSA,CSA,NECTA,CNECTA,NAME,POP100,HU100,POP100.2000,HU100.2000,P003001,P003001.2000,P003002,P003002.2000,P003003,P003003.2000,P003004,P003004.2000,P003005,P003005.2000,P003006,P003006.2000,P003007,P003007.2000,P003008,P003008.2000
5139304,160,51,,,,,,Hybla Valley CDP,15801,6060,16721,6515,15801,16721,6115,8357,5028,4770,82,97,1412,1340,20,10,2458,1517,686,630
5139448,160,51,,,,,,Idylwood CDP,17288,7138,16005,6727,17288,16005,10262,10034,976,1109,65,51,3697,3074,8,9,1624,1134,656,594
5139544,160,51,,,,,,Independent Hill CDP,7419,2286,,,7419,,5595,,1053,,30,,294,,5,,187,,255,
5139920,160,51,,,,,,Innsbrook CDP,7753,3332,,,7753,,4850,,880,,23,,1713,,3,,95,,189,
5140024,160,51,,,,,,Iron Gate town,388,183,404,197,388,404,368,382,15,21,0,0,0,0,0,0,1,0,4,1
5140088,160,51,,,,,,Irvington town,432,374,673,325,432,673,422,662,3,10,1,0,2,1,0,0,2,0,2,0
5140216,160,51,,,,,,Ivanhoe CDP,551,263,,,551,,535,,2,,8,,0,,0,,5,,1,
5140232,160,51,,,,,,Ivor town,339,156,320,152,339,320,280,244,43,63,2,4,3,0,0,0,3,0,8,9
5140248,160,51,,,,,,Ivy CDP,905,378,,,905,,827,,46,,0,,21,,0,,1,,10,
5140536,160,51,,,,,,Jarratt town,638,304,589,293,638,589,303,372,320,212,5,0,0,1,0,0,4,2,6,2
5141144,160,51,,,,,,Jolivue CDP,1129,601,1037,594,1129,1037,1030,961,50,29,4,0,25,16,3,0,0,10,17,21
5141272,160,51,,,,,,Jonesville town,1034,606,995,565,1034,995,1018,988,3,1,2,0,2,0,0,0,0,0,9,6
5142104,160,51,,,,,,Keokee CDP,416,188,316,147,416,316,412,309,2,0,0,0,0,0,0,0,1,0,1,7
5142264,160,51,,,,,,Keysville town,832,401,817,398,832,817,539,529,246,274,4,0,5,1,0,0,26,9,12,4
5142424,160,51,,,,,,Kilmarnock town,1487,810,1244,607,1487,1244,972,992,477,237,1,1,15,4,0,0,1,1,21,9
5142536,160,51,,,,,,King and Queen Court House CDP,85,54,,,85,,49,,35,,0,,0,,0,,0,,1,
5142568,160,51,,,,,,King George CDP,4457,1681,,,4457,,3361,,816,,18,,51,,0,,22,,189,
5142664,160,51,,,,,,Kings Park CDP,4333,1453,,,4333,,3089,,179,,11,,697,,8,,206,,143,
5142680,160,51,,,,,,Kings Park West CDP,13390,4439,,,13390,,9462,,688,,24,,2278,,21,,354,,563,
5142746,160,51,,,,,,Kingstowne CDP,15556,7048,,,15556,,9770,,2631,,45,,2019,,7,,349,,735,
5142792,160,51,,,,,,King William CDP,252,111,,,252,,160,,60,,4,,4,,0,,0,,24,
5143176,160,51,,,,,,La Crosse town,604,299,618,314,604,618,370,339,192,267,0,2,2,1,0,0,32,3,8,6
5143224,160,51,,,,,,Lafayette CDP,449,210,,,449,,434,,5,,0,,0,,0,,4,,6,
5143352,160,51,,,,,,Lake Barcroft CDP,9558,3731,8906,3673,9558,8906,6944,6767,496,438,24,23,1100,854,3,6,564,431,427,387
5143359,160,51,,,,,,Lake Caroline CDP,2260,1035,,,2260,,1779,,352,,20,,15,,2,,24,,68,
5143392,160,51,,,,,,Lake Holiday CDP,1905,844,,,1905,,1806,,31,,7,,9,,2,,10,,40,
5143420,160,51,,,,,,Lake Land'Or CDP,4223,1639,,,4223,,3053,,875,,22,,36,,6,,58,,173,
5143424,160,51,,,,,,Lake Monticello CDP,9920,4265,6852,2950,9920,6852,8861,6445,635,240,18,11,86,35,6,2,68,19,246,100
5143430,160,51,,,,,,Lake of the Woods CDP,7177,3631,,,7177,,6441,,375,,21,,82,,10,,58,,190,
5143432,160,51,,,,,,Lake Ridge CDP,41058,15678,30404,11265,41058,30404,25481,22615,8283,4872,242,73,2737,1072,49,39,2186,669,2080,1064
5143464,160,51,,,,,,Lakeside CDP,11849,5680,11157,5177,11849,11157,8815,9613,1978,976,49,68,310,160,2,8,408,136,287,196
5143600,160,51,,,,,,Lake Wilderness CDP,2669,899,,,2669,,2240,,238,,9,,28,,3,,57,,94,
5144048,160,51,,,,,,Lansdowne CDP,11253,4421,,,11253,,7699,,1051,,29,,1774,,3,,226,,471,
5144280,160,51,,,,,,Laurel CDP,16713,7268,14875,6522,16713,14875,9169,9666,5076,3615,68,49,1043,917,14,8,877,310,466,310
5144430,160,51,,,,,,Laurel Hill CDP,6855,2312,,,6855,,2798,,1360,,19,,2102,,7,,154,,415,
5144476,160,51,,,,,,Laurel Park CDP,675,332,781,342,675,781,238,260,414,503,0,0,7,3,0,1,6,9,10,5
5144620,160,51,,,,,,Laymantown CDP,1979,787,2034,794,1979,2034,1907,1972,30,34,3,5,14,12,0,0,2,4,23,7
5144952,160,51,,,,,,Lee Mont CDP,125,60,,,125,,96,,11,,0,,0,,3,,12,,3,
5144984,160,51,,,,,,Leesburg town,42616,15119,28311,10671,42616,28311,30313,23580,4063,2604,162,53,3025,739,19,9,3211,716,1823,610
5145512,160,51,,,,,,Lexington city,7042,2546,6867,2376,7042,6867,6003,5906,680,713,8,18,155,132,4,1,64,33,128,64
5145784,160,51,,,,,,Lincolnia CDP,22855,8555,15788,5255,22855,15788,10872,7519,4761,2971,109,35,3492,2369,14,3,2663,1812,944,1079
5145957,160,51,,,,,,Linton Hall CDP,35725,10633,8620,2851,35725,8620,24279,7547,4273,577,147,16,3935,228,39,11,1209,93,1843,148
5146328,160,51,,,,,,Loch Lomond CDP,3701,1081,3411,1063,3701,3411,2437,2708,207,239,31,9,100,72,6,2,740,303,180,78
5146760,160,51,,,,,,Long Branch CDP,7593,2652,,,7593,,5392,,192,,21,,1654,,3,,149,,182,
5147064,160,51,,,,,,Lorton CDP,18610,6726,17786,5892,18610,17786,7256,8706,5571,6165,58,52,3386,1357,37,23,1359,697,943,786
5147136,160,51,,,,,,Loudoun Valley Estates CDP,3656,1025,,,3656,,1071,,155,,10,,2230,,0,,41,,149,
5147144,160,51,,,,,,Louisa town,1555,750,1401,620,1555,1401,1009,936,425,413,2,11,23,10,0,0,46,11,50,20
5147208,160,51,,,,,,Lovettsville town,1613,599,853,325,1613,853,1404,816,96,21,5,3,27,5,2,0,30,6,49,2
5147224,160,51,,,,,,Lovingston CDP,520,262,,,520,,377,,102,,3,,7,,0,,6,,25,
5147296,160,51,,,,,,Lowes Island CDP,10756,3627,,,10756,,8072,,497,,31,,1585,,6,,120,,445,
5147352,160,51,,,,,,Low Moor CDP,258,133,367,161,258,367,230,351,17,14,1,1,0,0,0,0,2,0,8,1
5147496,160,51,,,,,,Lunenburg CDP,165,69,,,165,,119,,39,,1,,0,,0,,0,,6,
5147528,160,51,,,,,,Luray town,4895,2270,4871,2191,4895,4871,4506,4503,236,269,12,12,26,16,1,0,40,22,74,49
5147672,160,51,,,,,,Lynchburg city,75568,31992,65269,27640,75568,65269,48674,43487,22140,19382,237,169,1868,838,37,28,950,413,1662,952
5147720,160,51,,,,,,Lyndhurst CDP,1490,633,1527,602,1490,1527,1380,1422,62,79,4,2,6,4,1,0,19,11,18,9
5148376,160,51,,,,,,McLean CDP,48115,17756,38929,14735,48115,38929,38159,32918,875,616,66,37,7186,4129,14,12,366,267,1449,950
5148445,160,51,,,,,,McMullin CDP,464,208,,,464,,454,,6,,0,,2,,0,,0,,2,
5148450,160,51,,,,,,McNair CDP,17513,7823,,,17513,,6362,,2607,,49,,7089,,5,,707,,694,
5148488,160,51,,,,,,Madison town,229,107,210,115,229,210,168,151,42,59,4,0,0,0,0,0,0,0,15,0
5148520,160,51,,,,,,Madison Heights CDP,11285,4840,11584,4656,11285,11584,8314,9012,2453,2267,99,77,79,52,5,0,74,67,261,109
5148776,160,51,,,,,,Makemie Park CDP,155,72,,,155,,16,,137,,0,,0,,0,,0,,2,
5148952,160,51,,,,,,Manassas city,37821,13123,35135,12114,37821,35135,23336,25316,5188,4535,229,128,1884,1206,52,31,5503,2773,1629,1146
5148968,160,51,,,,,,Manassas Park city,14273,4904,10290,3365,14273,10290,7985,7490,1852,1149,56,45,1281,418,20,7,2304,838,775,343
5148996,160,51,,,,,,Manchester CDP,10804,4821,,,10804,,5919,,3438,,69,,317,,13,,707,,341,
5149144,160,51,,,,,,Mantua CDP,7135,2766,7485,2723,7135,7485,5244,5897,184,147,23,31,1407,1019,0,3,87,219,190,169
5149320,160,51,,,,,,Mappsburg CDP,60,28,,,60,,48,,11,,0,,0,,0,,0,,1,
5149336,160,51,,,,,,Mappsville CDP,440,167,,,440,,124,,151,,0,,0,,4,,149,,12,
5149464,160,51,,,,,,Marion town,5968,2822,6349,2865,5968,6349,5338,5840,424,377,9,15,33,33,2,1,61,24,101,59
5149656,160,51,,,,,,Marshall CDP,1480,578,,,1480,,1122,,165,,7,,9,,0,,132,,45,
5149792,160,51,,,,,,Marumsco CDP,35036,11975,,,35036,,15086,,7833,,316,,2381,,44,,7208,,2168,
5149998,160,51,,,,,,Mason Neck CDP,2005,800,,,2005,,1801,,83,,3,,62,,2,,13,,41,
5150020,160,51,,,,,,Massanetta Springs CDP,4833,1999,,,4833,,4491,,80,,3,,138,,0,,42,,79,
5150030,160,51,,,,,,Massanutten CDP,2291,2692,1945,1051,2291,1945,2201,1850,27,40,1,2,14,13,1,0,9,10,38,30
5150104,160,51,,,,,,Mathews CDP,555,272,,,555,,479,,49,,2,,0,,1,,0,,24,
5150136,160,51,,,,,,Matoaca CDP,2403,991,2273,911,2403,2273,1433,1490,897,730,3,5,10,7,3,1,5,6,52,34
5150200,160,51,,,,,,Maurertown CDP,770,337,,,770,,738,,14,,1,,4,,0,,3,,10,
5150312,160,51,,,,,,Max Meadows CDP,562,261,512,235,562,512,538,477,19,20,0,1,2,2,0,0,0,7,3,5
5150568,160,51,,,,,,Meadowbrook CDP,18312,7103,,,18312,,7154,,7895,,131,,764,,26,,1820,,522,
5150776,160,51,,,,,,Meadow View CDP,967,455,,,967,,920,,25,,0,,2,,0,,4,,16,
5150856,160,51,,,,,,Mechanicsville CDP,36348,14267,30464,11915,36348,30464,31623,27660,3086,1951,167,130,643,275,18,4,262,149,549,295
5151192,160,51,,,,,,Merrifield CDP,15212,6477,11170,4534,15212,11170,7549,6107,913,663,71,28,5366,3344,10,11,717,558,586,459
5151208,160,51,,,,,,Merrimac CDP,2133,1142,1751,934,2133,1751,1906,1652,110,33,9,10,27,34,1,0,45,6,35,16
5151362,160,51,,,,,,Metompkin CDP,551,291,,,551,,87,,393,,0,,1,,0,,65,,5,
5151432,160,51,,,,,,Middlebrook CDP,213,101,,,213,,207,,0,,0,,0,,0,,5,,1,
5151512,160,51,,,,,,Middletown town,1265,556,1015,432,1265,1015,1133,951,74,45,2,2,6,4,2,3,18,0,30,10
5151544,160,51,,,,,,Midland CDP,218,94,,,218,,190,,20,,0,,2,,0,,6,,0,
5152120,160,51,,,,,,Mineral town,467,204,424,196,467,424,409,410,39,9,6,1,1,0,0,0,6,0,6,4
5152408,160,51,,,,,,Modest Town CDP,149,78,,,149,,109,,33,,0,,0,,0,,6,,1,
5152658,160,51,,,,,,Montclair CDP,19570,6831,15728,5184,19570,15728,13285,12210,3595,2314,123,64,1067,475,47,32,517,170,936,463
5152680,160,51,,,,,,Monterey town,147,121,158,141,147,158,145,154,1,0,1,2,0,0,0,0,0,0,0,2
5152904,160,51,,,,,,Montrose CDP,7993,3579,7018,3081,7993,7018,2266,3262,5329,3507,31,25,82,71,2,0,64,62,219,91
5152968,160,51,,,,,,Montvale CDP,698,328,,,698,,652,,33,,2,,4,,0,,0,,7,
5153031,160,51,,,,,,Moorefield Station CDP,77,91,,,77,,38,,5,,1,,30,,0,,0,,3,
5153480,160,51,,,,,,Motley CDP,1015,490,,,1015,,734,,261,,2,,2,,0,,1,,15,
5153584,160,51,,,,,,Mountain Road CDP,1100,529,,,1100,,381,,700,,0,,0,,0,,3,,16,
5153864,160,51,,,,,,Mount Crawford town,433,201,254,109,433,254,409,246,13,4,0,1,2,0,0,0,8,0,1,3
5153944,160,51,,,,,,Mount Hermon CDP,3966,1676,,,3966,,3495,,336,,7,,55,,0,,18,,55,
5154120,160,51,,,,,,Mount Sidney CDP,663,288,,,663,,630,,16,,4,,0,,0,,7,,6,
5154904,160,51,,,,,,Narrows town,2029,941,2111,971,2029,2111,1979,2087,14,5,4,1,7,1,0,0,15,6,10,11
5154984,160,51,,,,,,Nassawadox town,499,239,572,207,499,572,278,247,205,314,0,0,1,5,0,0,8,0,7,6
5155000,160,51,,,,,,Nathalie CDP,183,93,,,183,,77,,101,,2,,0,,0,,3,,0,
5155272,160,51,,,,,,Neabsco CDP,12068,4114,,,12068,,4693,,4620,,52,,1252,,18,,723,,710,
5155400,160,51,,,,,,Nellysford CDP,1076,702,,,1076,,1024,,31,,1,,8,,0,,5,,7,
5155448,160,51,,,,,,Nelsonia CDP,523,215,,,523,,191,,282,,0,,3,,0,,36,,11,
5155528,160,51,,,,,,New Baltimore CDP,8119,2772,,,8119,,7327,,349,,15,,158,,3,,94,,173,
5155592,160,51,,,,,,New Castle town,153,84,179,93,153,179,150,179,0,0,1,0,0,0,0,0,0,0,2,0
5155608,160,51,,,,,,New Church CDP,205,112,,,205,,160,,34,,1,,2,,0,,7,,1,
5155720,160,51,,,,,,New Hope CDP,797,318,,,797,,775,,14,,0,,1,,0,,0,,7,
5155758,160,51,,,,,,Newington Forest CDP,12442,4338,,,12442,,8018,,1399,,49,,1821,,18,,468,,669,
5155800,160,51,,,,,,New Kent CDP,239,83,,,239,,201,,24,,0,,1,,0,,0,,13,
5156000,160,51,,,,,,Newport News city,180719,76198,180150,74117,180719,180150,88518,96383,73514,70388,851,752,4956,4195,315,214,4850,3225,7715,4993
5156048,160,51,,,,,,New River CDP,244,130,,,244,,141,,93,,2,,0,,0,,0,,8,
5156096,160,51,,,,,,Newsoms town,321,163,282,141,321,282,161,155,156,127,1,0,0,0,0,0,3,0,0,0
5156304,160,51,,,,,,Nickelsville town,383,204,448,210,383,448,362,447,1,0,4,0,0,0,11,0,4,0,1,1
5156464,160,51,,,,,,Nokesville CDP,1354,511,1236,462,1354,1236,1229,1163,43,46,6,1,26,6,0,1,20,2,30,17
5157000,160,51,,,,,,Norfolk city,242803,95018,234403,94416,242803,234403,114304,113358,104672,103387,1200,1071,7999,6593,396,251,5407,3923,8825,5820
5157531,160,51,,,,,,North Shore CDP,3094,2950,2112,1919,3094,2112,3012,2072,40,28,16,1,8,2,0,0,6,2,12,7
5157560,160,51,,,,,,North Springfield CDP,7274,2480,9173,3291,7274,9173,4099,6604,457,335,45,16,1546,1480,4,19,872,425,251,294
5157688,160,51,,,,,,Norton city,3958,1945,3904,1946,3958,3904,3510,3575,250,240,5,3,56,39,0,5,42,7,95,35
5157870,160,51,,,,,,Nottoway Court House CDP,84,40,,,84,,42,,38,,0,,0,,0,,0,,4,
5158104,160,51,,,,,,Oak Grove CDP,1777,540,,,1777,,521,,219,,10,,812,,10,,126,,79,
5158184,160,51,,,,,,Oak Hall CDP,255,124,,,255,,168,,71,,2,,0,,5,,3,,6,
5158312,160,51,,,,,,Oak Level CDP,857,439,885,465,857,885,791,819,58,63,3,1,1,0,0,0,0,1,4,1
5158472,160,51,,,,,,Oakton CDP,34166,13691,29348,11392,34166,29348,22642,21853,1711,1407,105,58,6805,4060,10,23,1472,903,1421,1044
5159336,160,51,,,,,,Onancock town,1263,753,1525,733,1263,1525,766,1013,434,479,3,7,13,1,1,0,23,10,23,15
5159416,160,51,,,,,,Opal CDP,691,232,,,691,,575,,57,,2,,10,,1,,27,,19,
5159496,160,51,,,,,,Orange town,4721,1991,4123,1712,4721,4123,3403,3168,1083,864,18,8,16,14,2,0,71,28,128,41
5160296,160,51,,,,,,Painter town,229,113,246,117,229,246,150,161,62,74,9,1,6,0,0,0,2,6,0,4
5160392,160,51,,,,,,Palmyra CDP,104,55,,,104,,81,,16,,0,,0,,0,,7,,0,
5160500,160,51,,,,,,Pantops CDP,3027,1860,,,3027,,2343,,395,,8,,153,,4,,64,,60,
5160840,160,51,,,,,,Parrott CDP,435,228,,,435,,427,,4,,0,,3,,0,,0,,1,
5160888,160,51,,,,,,Passapatanzy CDP,1283,439,,,1283,,1011,,205,,2,,9,,0,,17,,39,
5160920,160,51,,,,,,Pastoria CDP,649,295,,,649,,230,,344,,6,,4,,1,,60,,4,
5161208,160,51,,,,,,Pearisburg town,2786,1349,2729,1279,2786,2729,2684,2623,64,55,4,2,12,14,0,0,7,12,15,23
5161336,160,51,,,,,,Pembroke town,1128,555,1134,520,1128,1134,1030,1050,70,77,2,1,2,3,0,0,0,1,24,2
5161464,160,51,,,,,,Penhook CDP,801,961,726,694,801,726,685,587,99,132,0,0,5,2,0,0,6,0,6,5
5161832,160,51,,,,,,Petersburg city,32420,16326,33740,15955,32420,33740,5217,6249,25646,26643,97,67,267,236,19,9,597,198,577,338
5161896,160,51,,,,,,Phenix town,226,117,200,94,226,200,208,183,14,16,0,0,0,0,0,0,2,0,2,1
5162738,160,51,,,,,,Piney Mountain CDP,1130,452,,,1130,,695,,306,,2,,31,,0,,37,,59,
5163190,160,51,,,,,,Plum Creek CDP,1524,664,,,1524,,1439,,22,,9,,10,,0,,17,,27,
5163768,160,51,,,,,,Poquoson city,12150,4726,11566,4300,12150,11566,11557,11134,78,78,38,27,260,182,3,4,39,31,175,110
5164000,160,51,,,,,,Portsmouth city,95535,40806,100565,41605,95535,100565,39701,46096,50878,50899,421,478,1019,775,112,67,916,618,2488,1632
5164152,160,51,,,,,,Potomac Mills CDP,5614,1763,,,5614,,2751,,1271,,86,,577,,4,,596,,329,
5164272,160,51,,,,,,Pound town,1037,502,1089,516,1037,1089,1007,1075,6,0,0,1,0,0,0,0,9,1,15,12
5164512,160,51,,,,,,Prices Fork CDP,1066,470,,,1066,,977,,33,,2,,37,,1,,6,,10,
5164560,160,51,,,,,,Prince George CDP,2066,892,,,2066,,1457,,459,,11,,20,,0,,58,,61,
5164976,160,51,,,,,,Pungoteague CDP,347,160,,,347,,216,,117,,5,,0,,0,,6,,3,
5165120,160,51,,,,,,Quantico town,480,308,561,359,480,561,288,344,118,114,1,2,43,57,5,0,4,13,21,31
5165128,160,51,,,,,,Quantico Base CDP,4452,1071,,,4452,,3366,,546,,8,,114,,21,,149,,248,
5165280,160,51,,,,,,Quinby CDP,282,205,,,282,,256,,20,,2,,0,,0,,1,,3,
5165744,160,51,,,,,,Raven CDP,2270,1081,2593,1219,2270,2593,2232,2568,6,1,0,2,0,0,0,0,3,0,29,22
5165776,160,51,,,,,,Ravensworth CDP,2466,857,,,2466,,1640,,61,,6,,534,,4,,148,,73,
5166672,160,51,,,,,,Reston CDP,58404,26787,56407,24210,58404,56407,40959,41528,5654,5145,183,141,6382,5427,26,22,2830,2323,2370,1821
5166896,160,51,,,,,,Rich Creek town,774,326,665,312,774,665,740,653,8,9,0,0,11,2,0,0,10,0,5,1
5166928,160,51,,,,,,Richlands town,5823,2860,4144,2137,5823,4144,5636,4092,38,2,8,5,79,21,2,0,7,8,53,16
5167000,160,51,,,,,,Richmond city,204214,98349,197790,92282,204214,197790,83288,75744,103342,113108,705,479,4750,2471,158,157,7331,2948,4640,2883
5167256,160,51,,,,,,Riner CDP,859,353,,,859,,826,,15,,1,,0,,0,,0,,17,
5167331,160,51,,,,,,Rivanna CDP,1860,780,,,1860,,1741,,56,,4,,15,,0,,9,,35,
5167352,160,51,,,,,,Riverdale CDP,956,486,,,956,,660,,260,,7,,1,,0,,19,,9,
5167704,160,51,,,,,,Riverview CDP,782,325,,,782,,772,,3,,2,,0,,0,,4,,1,
5168000,160,51,,,,,,Roanoke city,97032,47453,94911,45257,97032,94911,62343,65848,27612,25380,279,190,1704,1096,53,23,2299,685,2742,1689
5168470,160,51,,,,,,Rockwood CDP,8431,3423,,,8431,,5839,,1760,,21,,349,,1,,209,,252,
5168880,160,51,,,,,,Rose Hill CDP,20226,7447,15058,5783,20226,15058,13358,11070,2225,1434,82,41,1989,1277,19,8,1781,663,772,565
5168885,160,51,,,,,,Rose Hill CDP,799,391,714,344,799,714,785,698,0,7,2,1,0,4,0,0,4,0,8,4
5169168,160,51,,,,,,Round Hill town,539,218,500,177,539,500,503,458,15,36,1,0,6,3,0,0,9,0,5,3
5169360,160,51,,,,,,Ruckersville CDP,1141,512,,,1141,,975,,79,,7,,13,,0,,31,,36,
5169456,160,51,,,,,,Rural Retreat town,1483,695,1350,629,1483,1350,1448,1330,12,5,1,4,1,2,1,0,10,5,10,4
5169472,160,51,,,,,,Rushmere CDP,1018,533,1083,529,1018,1083,387,394,612,673,5,7,2,3,0,0,6,0,6,6
5169536,160,51,,,,,,Rustburg CDP,1431,584,1271,518,1431,1271,1081,951,281,300,0,1,14,1,0,0,10,1,45,17
5169792,160,51,,,,,,St. Charles town,128,66,159,72,128,159,128,158,0,0,0,0,0,1,0,0,0,0,0,0
5169936,160,51,,,,,,St. Paul town,970,475,1000,496,970,1000,918,957,14,18,3,6,1,5,0,0,18,1,16,13
5170000,160,51,,,,,,Salem city,24802,10832,24747,10403,24802,24747,21872,22738,1763,1455,62,32,402,241,6,6,323,61,374,214
5170112,160,51,,,,,,Saluda CDP,769,236,,,769,,502,,244,,1,,2,,0,,2,,18,
5170256,160,51,,,,,,Sandston CDP,7571,3345,,,7571,,4587,,2493,,67,,98,,4,,147,,175,
5170296,160,51,,,,,,Sandy Level CDP,484,280,689,277,484,689,171,177,302,505,0,1,0,0,0,0,3,0,8,6
5170352,160,51,,,,,,Sanford CDP,212,127,,,212,,181,,21,,0,,1,,0,,8,,1,
5170520,160,51,,,,,,Savage Town CDP,78,42,,,78,,0,,74,,0,,0,,0,,4,,0,
5170528,160,51,,,,,,Savageville CDP,175,94,,,175,,37,,136,,0,,1,,0,,0,,1,
5170704,160,51,,,,,,Schuyler CDP,298,159,,,298,,275,,5,,1,,1,,0,,6,,10,
5170715,160,51,,,,,,Scotland CDP,203,155,,,203,,131,,68,,0,,0,,0,,0,,4,
5170800,160,51,,,,,,Scottsville town,566,308,555,300,566,555,517,519,32,26,0,4,6,2,1,0,2,0,8,4
5171040,160,51,,,,,,Sedley CDP,470,216,,,470,,407,,55,,1,,2,,0,,0,,5,
5171072,160,51,,,,,,Selma CDP,529,235,485,217,529,485,520,483,4,2,2,0,0,0,0,0,1,0,2,0
5171216,160,51,,,,,,Seven Corners CDP,9255,3767,8701,3378,9255,8701,4109,4272,664,581,85,24,1842,1787,12,6,1982,1407,561,624
5171264,160,51,,,,,,Seven Mile Ford CDP,783,400,,,783,,758,,18,,0,,0,,1,,1,,5,
5171625,160,51,,,,,,Shawneeland CDP,1873,839,,,1873,,1799,,26,,1,,9,,2,,14,,22,
5171632,160,51,,,,,,Shawsville CDP,1310,635,1029,443,1310,1029,1240,990,40,11,4,6,1,1,0,0,4,5,21,16
5171810,160,51,,,,,,Shenandoah Farms CDP,3033,1396,,,3033,,2882,,53,,14,,17,,1,,7,,59,
5171825,160,51,,,,,,Shenandoah Retreat CDP,518,270,,,518,,496,,6,,5,,4,,0,,1,,6,
5171826,160,51,,,,,,Shenandoah Shores CDP,934,355,,,934,,880,,20,,0,,5,,0,,9,,20,
5171904,160,51,,,,,,Sherando CDP,688,310,665,281,688,665,662,641,10,8,1,4,0,3,1,0,2,4,12,5
5172080,160,51,,,,,,Shipman CDP,507,261,,,507,,373,,121,,0,,0,,0,,2,,11,
5172272,160,51,,,,,,Short Pump CDP,24729,9795,182,77,24729,182,18551,167,1411,0,33,0,3939,0,3,0,177,8,615,7
5172935,160,51,,,,,,Skyland Estates CDP,830,409,,,830,,770,,17,,5,,6,,0,,15,,17,
5173376,160,51,,,,,,Snowville CDP,149,65,,,149,,147,,0,,1,,1,,0,,0,,0,
5173760,160,51,,,,,,Southern Gateway CDP,2805,1240,,,2805,,1599,,780,,14,,95,,4,,151,,162,
5173894,160,51,,,,,,Southampton Meadows CDP,592,221,,,592,,51,,507,,1,,0,,0,,2,,31,
5173904,160,51,,,,,,South Hill town,4650,2227,4403,1988,4650,4403,2421,2570,1968,1736,11,13,96,44,4,0,62,17,88,23
5174100,160,51,,,,,,South Riding CDP,24256,7653,,,24256,,14120,,1564,,52,,7019,,14,,507,,980,
5174120,160,51,,,,,,South Run CDP,6389,2113,,,6389,,5117,,325,,10,,717,,8,,42,,170,
5174160,160,51,,,,,,Southside Chesconessex CDP,131,99,,,131,,130,,0,,0,,0,,0,,0,,1,
5174384,160,51,,,,,,Sperryville CDP,342,179,,,342,,320,,18,,1,,1,,0,,0,,2,
5174470,160,51,,,,,,Spotsylvania Courthouse CDP,4239,1525,3833,1268,4239,3833,3248,3102,628,577,12,8,56,39,2,0,121,24,172,83
5174592,160,51,,,,,,Springfield CDP,30484,10630,30417,10832,30484,30417,14846,17572,2739,2722,211,92,7415,6251,26,17,3828,2356,1419,1407
5174848,160,51,,,,,,Springville CDP,1371,618,,,1371,,1334,,8,,4,,2,,0,,5,,18,
5174916,160,51,,,,,,Stafford Courthouse CDP,4320,1188,,,4320,,2630,,1311,,9,,129,,1,,133,,107,
5175216,160,51,,,,,,Staunton city,23746,11738,23853,10427,23746,23853,19874,19866,2885,3328,48,52,185,110,7,2,189,125,558,370
5175344,160,51,,,,,,Stephens City town,1829,835,1146,546,1829,1146,1556,1030,129,75,2,5,33,18,0,0,43,3,66,15
5175376,160,51,,,,,,Sterling CDP,27822,9603,,,27822,,15147,,2258,,131,,3925,,23,,4982,,1356,
5175702,160,51,,,,,,Stone Ridge CDP,7214,2450,,,7214,,3968,,728,,20,,1998,,2,,116,,382,
5175840,160,51,,,,,,Stony Creek town,198,108,202,118,198,202,142,141,53,59,0,0,0,2,0,0,1,0,2,0
5176000,160,51,,,,,,Strasburg town,6398,2950,4017,1877,6398,4017,5779,3761,320,180,12,2,55,16,0,2,85,18,147,38
5176272,160,51,,,,,,Stuarts Draft CDP,9235,3962,8367,3279,9235,8367,8657,7971,347,288,14,22,46,17,0,4,31,24,140,41
5176416,160,51,,,,,,Sudley CDP,16203,5377,7719,2703,16203,7719,8213,5821,2500,917,147,37,993,287,40,9,3436,394,874,254
5176432,160,51,,,,,,Suffolk city,84585,33035,63677,24704,84585,63677,44197,34271,36120,27718,268,191,1350,491,54,15,648,233,1948,758
5176464,160,51,,,,,,Sugarland Run CDP,11799,3716,,,11799,,6545,,990,,50,,1742,,6,,1885,,581,
5176880,160,51,,,,,,Surry town,244,118,262,119,244,262,183,194,54,61,1,3,0,0,1,0,1,4,4,0
5176912,160,51,,,,,,Sussex CDP,256,71,,,256,,117,,133,,5,,0,,0,,1,,0,
5177520,160,51,,,,,,Tangier town,727,377,604,270,727,604,714,601,4,3,0,0,3,0,0,0,0,0,6,0
5177568,160,51,,,,,,Tappahannock town,2375,1131,2068,946,2375,2068,1112,1130,1139,860,5,2,44,52,0,0,27,3,48,21
5177648,160,51,,,,,,Tasley CDP,300,147,,,300,,120,,146,,4,,2,,0,,13,,15,
5177856,160,51,,,,,,Temperanceville CDP,358,167,,,358,,230,,107,,1,,0,,0,,16,,4,
5177925,160,51,,,,,,Templeton CDP,431,189,,,431,,271,,116,,2,,2,,0,,17,,23,
5178192,160,51,,,,,,The Plains town,217,105,266,118,217,266,185,239,20,27,0,0,0,0,0,0,8,0,4,0
5178532,160,51,,,,,,Thynedale CDP,197,85,,,197,,9,,187,,0,,1,,0,,0,,0,
5178688,160,51,,,,,,Timberlake CDP,12183,5487,10683,4707,12183,10683,10469,9735,980,579,21,30,303,183,1,2,183,50,226,104
5178736,160,51,,,,,,Timberville town,2522,1166,1739,770,2522,1739,2366,1693,28,3,11,2,1,3,0,0,63,21,53,17
